date,AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WBA,WMT,XOM
2019-01-18,-100.0,-100.0,88.1485824584961,100.0,-11.815890312194824,96.60696411132812,87.62012481689453,-100.0,98.6124267578125,72.98558044433594,-59.99962615966797,-100.0,-99.33927917480469,100.0,100.0,-33.73224639892578,43.167747497558594,-100.0,24.889616012573242,87.7637710571289,100.0,-100.0,100.0,-100.0,30.11423683166504,89.2938232421875,100.0,-100.0,-28.154766082763672,-100.0
2019-01-22,30.32403564453125,-100.0,69.4632797241211,70.71092987060547,-13.534976959228516,100.0,-100.0,-87.4609146118164,-100.0,96.08453369140625,-71.03041076660156,-100.0,-100.0,-15.631413459777832,100.0,4.530757904052734,6.829681873321533,-100.0,13.877388954162598,57.532928466796875,100.0,-100.0,100.0,-100.0,74.5688705444336,2.1605074405670166,100.0,-83.3946304321289,31.793516159057617,-100.0
2019-01-23,-47.310237884521484,-100.0,23.09379005432129,-100.0,-77.78163146972656,100.0,100.0,-86.26092529296875,-38.012508392333984,-56.26959991455078,-100.0,-33.140708923339844,-15.578603744506836,100.0,99.79568481445312,-100.0,-100.0,45.2590217590332,26.400474548339844,100.0,75.59657287597656,-100.0,100.0,-37.876708984375,-96.6649169921875,23.460834503173828,100.0,-97.59466552734375,94.55198669433594,-100.0
2019-01-24,100.0,52.84737777709961,-74.75704193115234,89.96485137939453,-21.852344512939453,-22.550809860229492,-66.03173828125,-54.270320892333984,-20.045984268188477,-100.0,-27.751541137695312,100.0,-0.2507925033569336,-30.95511245727539,-35.51742935180664,-37.003746032714844,-87.56997680664062,100.0,100.0,-100.0,50.81731033325195,25.468036651611328,100.0,-8.35777473449707,28.540307998657227,71.31275939941406,-49.16312026977539,31.26441192626953,100.0,-65.97396850585938
2019-01-25,40.22719955444336,-92.6453628540039,35.26052474975586,100.0,100.0,100.0,-100.0,-8.473554611206055,100.0,100.0,100.0,-74.98206329345703,15.488428115844727,100.0,-100.0,-100.0,-45.18561553955078,24.207242965698242,100.0,77.82817840576172,47.61360168457031,100.0,12.336331367492676,100.0,83.171142578125,-100.0,1.5422091484069824,-100.0,-9.007096290588379,-100.0
2019-01-28,-100.0,-100.0,100.0,100.0,-96.5237045288086,100.0,32.60916519165039,-57.950592041015625,-100.0,-84.38882446289062,-27.9573917388916,-6.123286247253418,-100.0,100.0,99.93626403808594,-100.0,11.795878410339355,-100.0,16.5184326171875,12.298840522766113,23.9936466217041,-100.0,100.0,-97.28395080566406,27.266042709350586,3.939235210418701,100.0,100.0,19.76545524597168,-100.0
2019-01-29,-100.0,-100.0,100.0,-100.0,-8.056482315063477,100.0,100.0,-100.0,35.71885681152344,100.0,-100.0,-48.00872039794922,-8.992708206176758,49.9649658203125,100.0,-100.0,64.4365234375,-100.0,-58.809303283691406,100.0,34.70111083984375,-100.0,2.5160610675811768,-32.89661407470703,85.27394104003906,-100.0,100.0,0.37111788988113403,42.35581588745117,-100.0
2019-01-30,-100.0,-100.0,100.0,31.550830841064453,100.0,100.0,79.09832000732422,-83.25125885009766,27.48748016357422,100.0,-48.540531158447266,-86.00639343261719,-100.0,-16.40689468383789,-67.62745666503906,20.877727508544922,12.456475257873535,-100.0,-100.0,93.72513580322266,-39.18397903442383,-100.0,66.23666381835938,-100.0,35.41352081298828,-100.0,100.0,-59.171836853027344,100.0,-100.0
2019-01-31,-55.24428939819336,-100.0,-100.0,-37.60025405883789,-91.37958526611328,100.0,100.0,-77.86409759521484,-100.0,100.0,-100.0,-100.0,-100.0,100.0,48.005218505859375,37.6798095703125,-55.23214340209961,-100.0,-100.0,-18.722640991210938,43.29854202270508,-100.0,56.16221618652344,70.46940612792969,-40.8928108215332,20.927953720092773,100.0,100.0,-6.180506706237793,-100.0
2019-02-01,17.161386489868164,-34.91828536987305,-92.73863220214844,38.103118896484375,32.96817398071289,83.44074249267578,-100.0,-71.26783752441406,100.0,-100.0,-17.591670989990234,26.818096160888672,60.64265441894531,100.0,-100.0,100.0,47.34364700317383,-43.71644592285156,100.0,-49.322391510009766,100.0,74.9767074584961,-9.373844146728516,40.88743209838867,100.0,-88.15103912353516,-18.566558837890625,-92.51891326904297,-45.39321517944336,68.90943908691406
2019-02-04,-100.0,-100.0,16.335641860961914,-100.0,-46.150726318359375,46.461971282958984,100.0,-71.31919860839844,-100.0,100.0,23.787635803222656,-53.491485595703125,-85.01506805419922,100.0,-65.94384765625,74.68160247802734,100.0,-3.0363917350769043,-100.0,-88.61302185058594,-69.77632904052734,-100.0,-67.40251922607422,-100.0,63.444984436035156,54.34791946411133,100.0,-88.91393280029297,100.0,-22.101926803588867
2019-02-05,25.728500366210938,-100.0,100.0,-62.62851333618164,-95.98128509521484,100.0,-7.438290119171143,-100.0,-89.91433715820312,-11.181116104125977,-1.378321647644043,-100.0,-70.22736358642578,100.0,100.0,-100.0,-100.0,94.20880126953125,-46.226806640625,-27.048194885253906,100.0,-67.70957946777344,48.25872802734375,-72.5819091796875,100.0,-100.0,100.0,100.0,-63.28976058959961,-100.0
2019-02-06,-65.14093017578125,-100.0,3.5677552223205566,-46.35141372680664,-12.67690372467041,100.0,25.654905319213867,38.86858367919922,100.0,53.87471389770508,25.63136863708496,-100.0,-100.0,100.0,100.0,57.185508728027344,100.0,-10.837638854980469,-68.44837951660156,-15.7118558883667,6.220597267150879,-100.0,100.0,-89.81465911865234,-88.8810043334961,28.487699508666992,100.0,21.88814353942871,100.0,-100.0
2019-02-07,-100.0,-100.0,-8.654284477233887,63.48121643066406,-100.0,100.0,100.0,-100.0,-60.970069885253906,100.0,-95.85283660888672,-100.0,-100.0,57.379005432128906,100.0,100.0,50.905303955078125,-100.0,27.657615661621094,100.0,11.062701225280762,-100.0,100.0,-100.0,6.479015827178955,0.38727521896362305,100.0,-43.209354400634766,9.58726978302002,-100.0
2019-02-08,36.76358413696289,-100.0,-56.584678649902344,96.09294891357422,35.663307189941406,100.0,-17.70683479309082,-100.0,-42.542449951171875,29.58455467224121,-100.0,-100.0,-100.0,67.33961486816406,100.0,-100.0,51.54055404663086,-100.0,-100.0,8.65919017791748,-100.0,-100.0,100.0,-63.70393753051758,-80.66421508789062,1.229560375213623,100.0,97.32380676269531,86.83808898925781,-100.0
2019-02-11,-100.0,-100.0,57.13652801513672,-100.0,-30.448999404907227,-22.21742820739746,-31.078941345214844,-100.0,45.00095748901367,-100.0,-11.420527458190918,-100.0,-100.0,100.0,80.66859436035156,100.0,-62.4470100402832,-63.67571258544922,44.65011215209961,100.0,13.103670120239258,-100.0,61.22992706298828,-5.444455146789551,-34.29042434692383,100.0,100.0,-62.882537841796875,100.0,-100.0
2019-02-12,-100.0,-100.0,-20.977163314819336,-64.32244873046875,35.002994537353516,100.0,100.0,-100.0,-12.70121955871582,-26.541471481323242,-62.5170783996582,-100.0,-100.0,100.0,100.0,18.38297462463379,100.0,-100.0,-44.48495101928711,100.0,-89.89492797851562,-100.0,25.46440887451172,-56.258235931396484,100.0,-17.654743194580078,100.0,-49.41863250732422,100.0,-100.0
2019-02-13,-79.89663696289062,-100.0,73.41218566894531,-15.584010124206543,-62.210933685302734,52.73802947998047,100.0,-100.0,87.77101135253906,28.435367584228516,-44.28616714477539,-55.945133209228516,-13.147711753845215,-100.0,100.0,-100.0,27.940692901611328,-12.068403244018555,-50.092315673828125,100.0,78.16377258300781,-100.0,43.229652404785156,-94.62120056152344,6.389742851257324,100.0,100.0,-35.28140640258789,100.0,-100.0
2019-02-14,-100.0,-100.0,100.0,-64.35025787353516,-11.531615257263184,100.0,100.0,-100.0,-100.0,100.0,-32.55624008178711,63.86202621459961,-100.0,-23.022769927978516,-30.101776123046875,-43.86542510986328,79.94554901123047,-94.33525085449219,22.388235092163086,100.0,18.880615234375,-100.0,100.0,-77.77596282958984,100.0,-49.60304641723633,100.0,-31.87200927734375,60.19626998901367,-100.0
2019-02-15,68.63896942138672,-100.0,43.77709197998047,-16.781543731689453,-96.39785766601562,100.0,100.0,-100.0,-92.66877746582031,-25.058210372924805,23.96697998046875,-100.0,68.42306518554688,100.0,100.0,-27.55552864074707,-24.306594848632812,-100.0,-59.055625915527344,100.0,-100.0,-100.0,100.0,-100.0,100.0,100.0,100.0,-100.0,100.0,-100.0
2019-02-19,-100.0,-100.0,100.0,-96.31004333496094,72.46415710449219,-27.36574363708496,-64.50975799560547,-100.0,28.98224639892578,100.0,-3.689628839492798,-60.02561569213867,-8.707439422607422,100.0,36.09114456176758,35.49070739746094,77.93795013427734,-100.0,90.15098571777344,17.39226531982422,100.0,-69.81153869628906,-21.582698822021484,-100.0,-37.64534378051758,19.005447387695312,100.0,100.0,100.0,-100.0
2019-02-20,-100.0,-100.0,100.0,-23.141387939453125,80.2484130859375,4.8380255699157715,38.80223083496094,-100.0,-100.0,100.0,-100.0,-100.0,-21.62264633178711,92.39830780029297,100.0,-46.75419998168945,59.97487258911133,4.5441508293151855,74.81295013427734,100.0,-100.0,-100.0,100.0,-100.0,-29.24275779724121,-100.0,100.0,-100.0,100.0,-100.0
2019-02-21,-30.752056121826172,-100.0,-85.81430053710938,-100.0,99.58168029785156,69.44123077392578,100.0,-100.0,-100.0,100.0,100.0,-100.0,-100.0,4.759031295776367,100.0,87.58390808105469,2.6945807933807373,-100.0,100.0,100.0,-38.60276794433594,-100.0,100.0,-100.0,61.99478530883789,50.37628936767578,100.0,-26.387712478637695,100.0,-75.87561798095703
2019-02-22,10.857850074768066,-100.0,22.4637451171875,-100.0,-55.33965301513672,-100.0,100.0,-100.0,-100.0,-10.789859771728516,-39.01765441894531,-28.491378784179688,-83.46844482421875,-100.0,37.78042221069336,-61.24765396118164,40.507896423339844,-100.0,20.57196044921875,100.0,100.0,-100.0,14.223587036132812,-100.0,100.0,9.671890258789062,100.0,11.01345157623291,100.0,-100.0
2019-02-25,-71.65021514892578,-100.0,100.0,25.99010467529297,-67.84156036376953,-0.15941858291625977,100.0,-100.0,-26.911359786987305,-62.87782287597656,26.91390609741211,-100.0,-100.0,-69.23835754394531,100.0,100.0,100.0,100.0,-5.686435699462891,91.3244400024414,100.0,-100.0,6.204265594482422,-100.0,-100.0,22.305416107177734,25.044918060302734,-12.89039134979248,100.0,-100.0
2019-02-26,-75.87004089355469,-100.0,-53.53240966796875,-10.698136329650879,-88.61724090576172,100.0,-77.11065673828125,-100.0,-100.0,62.33525085449219,-100.0,-44.04290771484375,-100.0,100.0,-12.377845764160156,100.0,-23.622549057006836,-100.0,-20.057025909423828,-10.7882080078125,-100.0,-100.0,-42.92099380493164,-100.0,-71.70904541015625,-45.41743469238281,100.0,100.0,100.0,-100.0
2019-02-27,-30.06011199951172,-100.0,100.0,-49.8659782409668,-100.0,100.0,100.0,-66.42179870605469,-38.146060943603516,100.0,46.60818862915039,-100.0,-100.0,45.49946212768555,100.0,-100.0,-15.706135749816895,0.5923151969909668,-100.0,100.0,-100.0,-100.0,24.28874397277832,-100.0,100.0,-100.0,100.0,-4.576198101043701,100.0,-100.0
2019-02-28,-100.0,-100.0,100.0,100.0,28.12738800048828,84.77190399169922,100.0,-20.457029342651367,-0.31048059463500977,-22.124916076660156,-46.99592590332031,-100.0,-35.5789909362793,100.0,100.0,-100.0,-100.0,-100.0,-57.4788818359375,100.0,64.29327392578125,-100.0,78.69047546386719,44.784664154052734,-100.0,61.2833366394043,100.0,-20.81511688232422,100.0,-100.0
2019-03-01,-100.0,-100.0,100.0,-100.0,64.39154052734375,100.0,100.0,-100.0,100.0,-14.176136016845703,-38.71964645385742,-100.0,-100.0,100.0,100.0,-67.63934326171875,100.0,-76.10469818115234,-100.0,31.52583885192871,-34.052490234375,-100.0,100.0,-13.028133392333984,100.0,100.0,100.0,-30.82979965209961,100.0,-100.0
2019-03-04,97.44757080078125,-100.0,100.0,-66.51287078857422,-82.62964630126953,100.0,100.0,-100.0,17.314958572387695,100.0,100.0,-25.223857879638672,-100.0,78.8156967163086,100.0,45.5178108215332,-21.330244064331055,52.38981246948242,-100.0,23.35480499267578,65.28855895996094,-100.0,100.0,-100.0,65.1950454711914,-86.62553405761719,100.0,84.44622039794922,100.0,-100.0
2019-03-05,-100.0,-100.0,100.0,8.469379425048828,-73.5033187866211,100.0,-56.7889518737793,-100.0,27.759170532226562,100.0,8.334750175476074,83.5245361328125,-100.0,91.57193756103516,100.0,-100.0,-44.30852508544922,-13.732552528381348,-100.0,-49.07146072387695,-49.26191711425781,-100.0,100.0,-48.995121002197266,16.983980178833008,-100.0,100.0,100.0,-84.5859375,-100.0
2019-03-06,-100.0,-100.0,100.0,-100.0,-19.794580459594727,20.448457717895508,100.0,-100.0,46.506465911865234,-30.50286865234375,-100.0,-57.67321014404297,-17.96196746826172,72.64253997802734,100.0,100.0,-34.89862060546875,-100.0,-66.36469268798828,100.0,-57.46452713012695,-100.0,100.0,-58.82120132446289,-11.73364543914795,-9.231269836425781,100.0,53.17049026489258,100.0,-100.0
2019-03-07,-38.796173095703125,-100.0,6.839120388031006,-89.3270492553711,1.3163506984710693,50.206382751464844,9.745806694030762,-100.0,-100.0,-0.5632579326629639,6.398665904998779,-100.0,-100.0,70.28204345703125,81.4102554321289,-100.0,-30.923254013061523,-41.14739227294922,75.64021301269531,33.8665885925293,95.97200012207031,-100.0,100.0,-100.0,54.409610748291016,-100.0,100.0,-34.27472686767578,100.0,-100.0
2019-03-08,-23.29362678527832,-100.0,100.0,-76.5451431274414,-65.5807876586914,100.0,-59.33622741699219,-100.0,-100.0,100.0,-7.25383186340332,-100.0,-100.0,-50.81407928466797,-30.238496780395508,45.707489013671875,28.794979095458984,-35.499267578125,-100.0,34.8204345703125,81.24607849121094,-51.51841735839844,100.0,-100.0,13.581018447875977,100.0,100.0,-100.0,100.0,-100.0
2019-03-11,33.013206481933594,-100.0,86.8196029663086,-55.30141067504883,9.656970024108887,-18.708765029907227,-100.0,-100.0,-100.0,-61.894710540771484,-31.73265838623047,-51.820045471191406,58.321964263916016,-6.953918933868408,100.0,-47.32640838623047,-7.820838928222656,-100.0,19.812028884887695,100.0,-50.043548583984375,-100.0,17.571949005126953,-100.0,-100.0,-100.0,100.0,-100.0,61.855552673339844,-100.0
2019-03-12,-34.2125358581543,-100.0,100.0,26.189411163330078,-100.0,100.0,100.0,-100.0,-100.0,-100.0,-77.33563232421875,-100.0,-71.83863830566406,88.41957092285156,44.21430969238281,-100.0,-86.90038299560547,-100.0,18.098522186279297,100.0,100.0,31.842159271240234,100.0,-95.0638656616211,-38.090576171875,58.612548828125,100.0,-100.0,33.62547302246094,-100.0
2019-03-13,-100.0,-100.0,87.18875885009766,-100.0,-100.0,100.0,93.78076934814453,-100.0,-100.0,-31.051189422607422,-100.0,-100.0,-100.0,52.94327163696289,14.027631759643555,-51.34119415283203,36.71004104614258,68.61772155761719,-100.0,-17.306631088256836,44.21293258666992,-100.0,100.0,-32.892154693603516,99.15347290039062,-56.435646057128906,72.33389282226562,100.0,-100.0,-100.0
2019-03-14,-25.540996551513672,-100.0,100.0,27.72339630126953,-83.65741729736328,100.0,63.63209915161133,-100.0,-100.0,-72.42193603515625,-16.166759490966797,-100.0,-100.0,100.0,100.0,-63.33150863647461,100.0,-100.0,-76.46834564208984,100.0,9.290342330932617,-87.34614562988281,33.646446228027344,-25.495708465576172,100.0,100.0,100.0,18.38536834716797,1.2415647506713867,-100.0
2019-03-15,-100.0,-100.0,100.0,-100.0,57.681907653808594,84.99547576904297,100.0,-100.0,-100.0,100.0,9.17483901977539,34.30830383300781,-100.0,100.0,26.585596084594727,12.32179069519043,-4.343429088592529,-100.0,-100.0,-30.849552154541016,-100.0,-100.0,11.159711837768555,100.0,100.0,-34.00876998901367,100.0,-22.748830795288086,100.0,-100.0
2019-03-18,-63.00169372558594,-100.0,-23.442523956298828,51.025367736816406,100.0,100.0,-0.7836759090423584,-100.0,-100.0,14.094198226928711,100.0,-84.27195739746094,-100.0,100.0,100.0,25.007787704467773,100.0,-100.0,-100.0,-71.7590103149414,54.5727424621582,-100.0,100.0,-97.8471450805664,52.906097412109375,-100.0,100.0,11.498414039611816,100.0,-100.0
2019-03-19,73.78137969970703,-100.0,86.38451385498047,-100.0,-49.29645919799805,84.65225982666016,100.0,-100.0,-100.0,100.0,100.0,-41.078006744384766,-100.0,100.0,100.0,-100.0,-29.54149627685547,-100.0,-43.67769241333008,-78.02902221679688,91.5285873413086,-100.0,100.0,-100.0,63.386661529541016,-13.571924209594727,100.0,6.9990010261535645,100.0,-100.0
2019-03-20,100.0,-100.0,94.64047241210938,-100.0,11.745617866516113,31.57392120361328,100.0,-82.56753540039062,-100.0,7.583296298980713,97.22383880615234,44.06285095214844,-100.0,79.76890563964844,100.0,-1.7871707677841187,24.38909339904785,-100.0,-97.25440216064453,75.12071228027344,-70.26428985595703,-100.0,43.264198303222656,-22.342443466186523,84.38140106201172,-16.66576385498047,100.0,100.0,100.0,-100.0
2019-03-21,-100.0,-100.0,100.0,5.224061012268066,100.0,100.0,100.0,-100.0,-100.0,100.0,-71.9924087524414,68.46068572998047,-100.0,48.19096374511719,100.0,-29.657325744628906,23.112600326538086,45.461891174316406,-100.0,100.0,-37.23785400390625,-100.0,100.0,-48.95671463012695,100.0,-96.96846771240234,100.0,100.0,100.0,-100.0
2019-03-22,-100.0,-100.0,100.0,-41.74982452392578,-56.555450439453125,100.0,-18.469196319580078,-100.0,-100.0,100.0,-52.22460174560547,-100.0,-2.076244354248047,21.403974533081055,-46.743247985839844,-20.36711883544922,100.0,-100.0,80.7876205444336,73.12566375732422,100.0,-100.0,-51.85880661010742,-100.0,-90.36418151855469,-83.87654113769531,100.0,-100.0,90.3920669555664,-100.0
2019-03-25,-100.0,-100.0,100.0,100.0,100.0,91.17752075195312,100.0,-100.0,-70.5237045288086,100.0,40.609527587890625,-100.0,-83.00379180908203,-100.0,100.0,100.0,-100.0,-100.0,56.09605407714844,-94.00507354736328,15.52126693725586,-100.0,-1.7692267894744873,-100.0,-100.0,-100.0,100.0,30.860084533691406,100.0,-100.0
2019-03-26,58.11606216430664,-100.0,100.0,-100.0,91.9876708984375,100.0,100.0,-100.0,-100.0,100.0,33.35528564453125,-100.0,-100.0,-30.483198165893555,12.614375114440918,45.96733474731445,-100.0,-81.94793701171875,-38.18861770629883,100.0,5.6963911056518555,-100.0,69.37957000732422,-100.0,50.39997100830078,-34.58146286010742,100.0,64.36714172363281,100.0,-100.0
2019-03-27,-45.98849105834961,-100.0,83.80476379394531,10.916435241699219,-88.19734191894531,-16.757429122924805,100.0,-100.0,-100.0,97.33341979980469,-100.0,-100.0,-100.0,47.98016357421875,100.0,-100.0,-39.49689865112305,-22.52974510192871,31.16697120666504,-28.29417610168457,18.971240997314453,-100.0,57.85694122314453,-100.0,-70.97627258300781,100.0,100.0,-30.304649353027344,100.0,-100.0
2019-03-28,41.14845275878906,-100.0,100.0,73.96552276611328,-73.61038970947266,100.0,100.0,-100.0,-49.816490173339844,100.0,-100.0,-100.0,0.043392181396484375,-29.918777465820312,100.0,58.71198272705078,71.15365600585938,-29.64097785949707,100.0,100.0,100.0,-69.84938049316406,100.0,-62.02264404296875,100.0,63.627769470214844,100.0,-100.0,100.0,-100.0
2019-03-29,-96.31309509277344,-100.0,100.0,-100.0,-24.021339416503906,93.13397216796875,17.685258865356445,-100.0,100.0,100.0,-100.0,-100.0,-100.0,-63.194393157958984,100.0,-100.0,-100.0,-77.27159881591797,29.17437171936035,-85.22105407714844,-100.0,-100.0,94.3353500366211,74.4761734008789,14.101612091064453,-82.10859680175781,100.0,-100.0,100.0,-100.0
2019-04-01,-67.01373291015625,-100.0,46.5187873840332,-32.47256851196289,100.0,87.77433776855469,27.83527946472168,-100.0,-12.957275390625,2.6113688945770264,100.0,58.404361724853516,6.912827491760254,100.0,85.73907470703125,-79.24967956542969,100.0,-100.0,-8.21661376953125,100.0,100.0,-100.0,100.0,-100.0,62.772911071777344,-100.0,100.0,-92.91864013671875,100.0,-100.0
2019-04-02,8.090835571289062,-100.0,-7.538670539855957,-9.278231620788574,-24.495115280151367,53.48042678833008,6.8904218673706055,14.67123031616211,-100.0,61.11347579956055,100.0,15.71207046508789,-100.0,100.0,100.0,-100.0,100.0,28.049850463867188,-94.31349182128906,23.57921028137207,-33.08771896362305,-100.0,100.0,-100.0,100.0,-100.0,93.0927963256836,-100.0,33.05955505371094,-100.0
2019-04-03,-100.0,-100.0,100.0,-97.0504150390625,39.65190887451172,100.0,100.0,-100.0,38.22246170043945,69.96294403076172,100.0,-100.0,-66.92762756347656,84.18466186523438,100.0,-100.0,-23.315176010131836,-88.05085754394531,-100.0,-16.07636833190918,100.0,-100.0,45.062522888183594,-100.0,74.83145141601562,-91.09198760986328,100.0,-16.88160514831543,100.0,-100.0
2019-04-04,-100.0,-100.0,100.0,-43.95729064941406,33.830291748046875,100.0,89.91970825195312,-74.6236572265625,-100.0,65.79242706298828,-100.0,-11.650347709655762,38.55460739135742,76.89690399169922,41.164634704589844,-100.0,14.360462188720703,-100.0,77.27256774902344,-76.69417572021484,38.100791931152344,-100.0,100.0,-100.0,-77.80176544189453,-100.0,100.0,70.93245697021484,100.0,-80.84901428222656
2019-04-05,-100.0,-100.0,100.0,-100.0,-100.0,100.0,-36.60309982299805,18.686283111572266,-93.66175079345703,100.0,-39.798946380615234,-100.0,-100.0,100.0,98.66740417480469,-53.55591583251953,100.0,-79.20231628417969,-45.54945755004883,88.03532409667969,35.67399597167969,-100.0,100.0,-100.0,64.4612808227539,-18.749671936035156,100.0,-5.428372859954834,100.0,-100.0
2019-04-08,-35.13107681274414,-100.0,58.4864387512207,-88.95030975341797,-72.50547790527344,100.0,100.0,-100.0,-100.0,86.45862579345703,35.502620697021484,-88.01078796386719,-100.0,30.969715118408203,100.0,47.58475875854492,-63.733428955078125,-100.0,-22.804553985595703,100.0,-15.183509826660156,-96.29249572753906,100.0,-61.73344421386719,100.0,-100.0,100.0,100.0,100.0,-91.29402923583984
2019-04-09,-100.0,-100.0,-62.84558868408203,-100.0,45.27471160888672,100.0,-24.023300170898438,-100.0,-100.0,54.596839904785156,-77.80858612060547,-100.0,-100.0,100.0,100.0,78.38323974609375,-67.28456115722656,-100.0,-100.0,100.0,-61.53870391845703,-100.0,100.0,-100.0,100.0,-100.0,100.0,34.22474670410156,100.0,-100.0
